Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change, Volume_YTD ,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change, Open_Interest_YTD ,Open_Interest_YTD_Change
NY Buckeye Jet Fuel (Platts) vs. NY Harbor ULSD (JET),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,725",-11.30%,-51.80%," 40,345 ",11.70%,"3,473",-6.20%,-65.30%," 39,140 ",11.70%
Crude Oil Weekly Wk 1 (LO1),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"9,269",-63.40%,194.50%," 123,642 ",152.10%,"3,483",-64.30%,372.00%," 42,417 ",135.40%
Transco Zone 6 Natural Gas (Platts IFERC) Basis (NZ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 2,870 ",-72.60%,"3,487",-18.30%,-38.10%," 58,221 ",24.00%
Canadian Heavy Crude Oil Index (Net Energy) (WCC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 24,737 ",-44.60%,"3,490",-16.30%,-69.90%," 69,373 ",-45.80%
Mars (Argus) vs WTI Trade Month Average Price (YVO),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,000",300.00%,," 3,750 ",,"3,500",366.70%,," 4,250 ",
Group Three Sub-octane Gasoline (Platts) vs. RBOB Gasoline (A8),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,425",47.40%,180.30%," 7,724 ",-37.80%,"3,535",36.80%,51.50%," 30,295 ",-13.90%
Mont Belvieu Normal Butane LDH (OPIS) (MNB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,165",-16.80%,17.90%," 15,737 ",-15.80%,"3,545",-2.30%,-14.40%," 25,784 ",7.30%
Natural Gas (Henry Hub) Last-day Financial 2 Month Spread (G2),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,500",,2150.00%," 8,050 ",570.80%,"3,550",65.10%,1675.00%," 16,950 ",670.50%
NY 1% Fuel Oil (Platts) vs. Gulf Coast 3% Fuel Oil (Platts) (VR),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,830",109.10%,-33.60%," 19,846 ",-5.60%,"3,589",-17.20%,-31.50%," 53,165 ",-2.30%
WTS (Argus) vs. WTI Trade Month (FH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,516,-68.10%,-75.70%," 6,080 ",-43.20%,"3,658",10.20%,6.20%," 19,526 ",-34.90%
East-West Gasoline Spread (Platts-Argus) (EWG),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,815",-28.70%,14.20%," 22,019 ",273.40%,"3,676",-3.40%,9.60%," 48,511 ",417.50%
NY Harbor Residual Fuel 1.0% (Platts) (MM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,196",-14.20%,-40.20%," 22,640 ",-27.50%,"3,693",1.20%,-44.20%," 38,268 ",-35.50%
EIA Flat Tax On-Highway Diesel (A5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,953,892.70%,26.10%," 7,167 ",-28.20%,"3,708",6.60%,-27.80%," 36,804 ",-24.90%
"Iron Ore 62% Fe, CFR North China (Platts) (PIO)",Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,580,-67.20%,," 8,562 ",246.60%,"3,724",-28.10%,287.90%," 22,034 ",220.70%
Conway Normal Butane (OPIS) (8M),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,662,-53.90%,-57.70%," 7,360 ",192.20%,"3,780",-2.50%,138.50%," 27,006 ",459.70%
PJM PSEG Zone Peak Calendar-Month Day-Ahead LMP 5 MW (L6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,"3,800",-10.80%,-25.50%," 43,320 ",21.30%
NYISO Zone F 5 MW Peak Calendar-Month Day-Ahead LBMP (4L),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,," 3,825 ",,"3,825",-2.90%,810.70%," 16,920 ",106.70%
ERCOT Houston 345 kV Hub 5 MW Peak (I1),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,," 3,880 ",,"3,880",0.00%,," 11,540 ",
ERCOT North 345 kV Hub 5 MW Peak (I5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,," 4,710 ",1904.30%,"3,880",0.00%,779.80%," 12,800 ",34.90%
RBOB Gasoline Crack Spread (RM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,220",-15.90%,85.00%," 7,424 ",-42.80%,"3,980",32.40%,41.10%," 22,580 ",-35.80%
Mont Belvieu Iso-Butane (OPIS) (8I),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,436,-36.60%,-22.40%," 5,399 ",181.50%,"4,147",0.30%,133.10%," 30,593 ",76.30%
Henry Hub Natural Gas (Platts Gas Daily/Platts IFERC) Index (IN),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 48,830 ",-70.30%,"4,148",-49.10%,-85.00%," 180,510 ",-39.10%
Singapore Jet Kerosene (Platts) vs. Gasoil (Platts) (RK),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,665,-69.80%,-43.40%," 17,960 ",141.10%,"4,190",-22.40%,15.70%," 53,850 ",125.10%
E-mini Crude Oil (QM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"245,647",-19.30%,-19.90%," 2,365,139 ",-9.80%,"4,212",-48.70%,-21.40%," 45,994 ",-1.80%
Mini European Naphtha CIF NWE (Platts) (MNC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,304",-16.80%,-10.80%," 38,393 ",7.60%,"4,222",-7.10%,9.30%," 42,441 ",0.30%
UxC Uranium U3O8 (UX),Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,17,-92.70%,-91.50%," 4,474 ",-33.20%,"4,227",-0.40%,-16.30%," 41,664 ",-20.50%
"Columbia Gulf, Louisiana Natural Gas (Platts IFERC) Basis (GL)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,," 1,332 ",-57.10%,"4,324",-24.60%,-76.90%," 90,723 ",-56.80%
3.5% Fuel Oil Barges FOB Rotterdam (Platts) Crack Spread (1000 MT) (BOB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,280",48.50%,-48.20%," 17,221 ",-5.40%,"4,372",-6.90%,-10.00%," 45,548 ",-10.50%
LLS (Argus) vs. WTI Crude Oil Average Price (WJO),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,," 5,100 ",-56.50%,"4,425",-25.00%,-57.70%," 75,375 ",5.10%
Gasoline Euro-Bob Oxy NWE Barges (Argus) (7H),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,078",-43.40%,-39.70%," 61,417 ",-2.20%,"4,448",-14.90%,-26.70%," 50,427 ",-21.30%
Transco Zone 3 Natural Gas (Platts IFERC) Basis (CZ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%, 302 ,-61.90%,"4,599",-6.70%,-38.80%," 52,552 ",-30.50%
PJM Western Hub Day-Ahead Peak Calendar-Day 5 MW (PWP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"5,022",-2.00%,86.70%," 49,201 ",67.00%
Gulf Coast Jet (Platts) Up-Down Balance of the Month (1M),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"7,299",20.90%,35.70%," 64,506 ",87.00%,"5,324",-4.20%,23.00%," 53,326 ",79.90%
San Juan Natural Gas (Platts IFERC) Pipe (PJ),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,900,,25.00%," 2,880 ",-66.40%,"5,364",17.80%,-35.50%," 38,938 ",11.50%
Ethanol T2 FOB Rotterdam Including Duty (Platts) (Z1),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,392",21.90%,32.40%," 33,699 ",71.20%,"5,492",6.20%,116.30%," 41,426 ",49.40%
Coal (API 2) CIF ARA (Argus/McCloskey) Calendar (CLA),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,281",754.00%,-54.20%," 9,452 ",-81.30%,"5,528",-0.30%,-80.40%," 39,590 ",-79.40%
Mont Belvieu LDH Propane (OPIS) Average Price (4H),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,168",59.60%,354.50%," 6,900 ",-36.70%,"5,593",43.20%,-6.50%," 32,035 ",-46.00%
Singapore Fuel Oil 380 CST (Platts) vs. European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (EVC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,360",-14.40%,-35.00%," 21,722 ",60.20%,"5,659",-2.40%,19.10%," 58,203 ",59.50%
Western Canadian Select Oil (Net Energy) Monthly Index Average Price (WCI),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,560",-79.70%,," 9,240 ",,"5,760",-2.00%,," 11,640 ",
NYISO Zone G 5 MW Peak Calendar-Month Day-Ahead LBMP (9U),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,," 19,830 ",4621.40%,"5,880",0.00%,1300.00%," 95,380 ",4441.90%
Mini European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (0D),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,354",-35.70%,-41.30%," 21,108 ",-39.60%,"5,934",-13.60%,-13.30%," 66,674 ",-4.40%
PJM Northern Illinois Hub Day-Ahead Peak Calendar-Day 5 MW (PNP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"5,962",8.40%,191.70%," 45,379 ",178.30%
Brent Crude Oil (BB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 41,011 ",1607.40%,"6,327",0.00%,-5.60%," 50,463 ",-20.60%
MISO Michigan Hub 5 MW Peak Calendar-Month Day-Ahead (HMW),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,535",,," 5,730 ",-20.90%,"6,350",0.20%,-49.30%," 85,520 ",-31.90%
NYISO Zone E 5 MW Off-Peak Calendar-Month Day-Ahead LBMP (58),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"6,404",-19.00%,-74.50%," 113,560 ",-59.80%
Rockies Natural Gas (Platts IFERC) Pipe (ZR),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 4,030 ",-31.80%,"6,754",0.00%,-26.20%," 45,306 ",-12.30%
MichCon Natural Gas (Platts IFERC) Basis (NF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 2,592 ",-88.40%,"6,893",-8.70%,-53.30%," 85,941 ",-10.30%
Gulf Coast ULSD (Platts) Up-Down Balance of the Month (1L),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"8,022",103.10%,-9.30%," 36,922 ",-29.80%,"6,927",75.40%,-11.70%," 34,917 ",-27.70%
Mini Gasoline Euro-Bob Oxy NWE Barges (Argus) (MEO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,972",-2.00%,-31.70%," 85,428 ",-6.30%,"7,140",15.50%,-17.10%," 88,549 ",0.70%
Transco Zone 6 Non-N.Y. Natural Gas (Platts IFERC) Basis (TZ6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 2,165 ",-93.30%,"7,157",-9.10%,-48.90%," 92,437 ",5.60%
Sumas Natural Gas (Platts IFERC) Basis (NK),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 6,238 ",-58.10%,"7,169",-6.60%,-25.80%," 72,299 ",-25.20%
NY Harbor ULSD Crack Spread (HK),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,143",309.70%,203.20%," 12,502 ",-17.20%,"7,285",5.00%,-43.50%," 76,285 ",-40.70%
Brent Financial Average Price (BA),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,50,,-87.50%," 5,347 ",-54.00%,"7,699",-15.30%,-73.20%," 113,784 ",-77.10%
Natural Gas (Henry Hub) Last-day Financial (E7),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,655",54.00%,89.40%," 33,038 ",79.60%,"7,767",-5.40%,-29.90%," 88,074 ",18.50%
"Texas Gas, Zone 1 Natural Gas (Platts IFERC) Basis (9F)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%,,-100.00%,"7,812",-8.00%,-46.70%," 94,864 ",-29.90%
Dubai Crude Oil (Platts) Financial (DC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 72,824 ",340.90%,"7,870",-11.10%,306.30%," 145,544 ",459.70%
ISO New England Rhode Island Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP (U5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"8,005",-19.00%,-88.60%," 157,609 ",-84.80%
"Columbia Gulf, Mainline Natural Gas (Platts IFERC) Basis (5Z)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%, 999 ,-95.40%,"8,022",-12.70%,-69.50%," 117,214 ",-60.80%
Natural Gas (Henry Hub) Last-day Financial 6 Month Spread Otions (G6),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"8,200",310.00%,," 47,020 ",1046.80%,"8,150",120.30%,," 36,750 ",380.40%
NYISO Zone A Day-Ahead Peak Calendar-Month 5 MW (K3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,," 6,815 ",89.30%,"8,470",-7.20%,-26.70%," 93,520 ",-14.90%
Coal (API4) FOB Richards Bay (ARGUS-McCloskey) (MFF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,800",9.90%,-64.20%," 47,072 ",-70.10%,"8,542",4.00%,-59.80%," 105,706 ",-52.60%
Waha Natural Gas (Platts IFERC) Basis (NW),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 6,064 ",-85.20%,"8,608",-6.80%,-39.00%," 86,527 ",-40.70%
European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (UV),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,029",45.90%,-47.00%," 64,309 ",10.00%,"9,000",5.10%,-1.60%," 96,594 ",21.40%
Natural Gas Calendar Strip (6J),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,400,-33.30%,," 7,938 ",-50.40%,"9,238",4.50%,-48.20%," 57,482 ",-57.10%
MISO Indiana Hub Real-Time Off-Peak Calendar-Day 5 MW (FTD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"9,480",101.50%,70.30%," 45,144 ",-32.10%
NY Harbor ULSD Financial (MP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,783,-60.60%,-49.80%," 21,559 ",-1.10%,"9,599",-12.90%,-27.90%," 99,509 ",-24.70%
Texas Eastern Zone M-3 Natural Gas (Platts IFERC) Basis (NX),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 8,604 ",-88.20%,"9,605",-16.20%,-58.40%," 151,580 ",-30.40%
Mini Singapore Fuel Oil 380 CST (Platts) (MTS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"5,383",-19.20%,32.30%," 45,083 ",33.70%,"9,769",-2.70%,16.70%," 86,243 ",57.30%
Singapore Fuel Oil 380 CST (Platts) (SE),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"7,267",15.70%,-23.20%," 89,510 ",35.40%,"10,231",-5.00%,-15.20%," 120,301 ",52.40%
Henry Hub Natural Gas (Platts IFERC) Basis (HB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 51,020 ",-71.90%,"10,404",-28.30%,-80.90%," 272,227 ",-50.20%
NYISO Zone G Day-Ahead Off-Peak Calendar-Day 5 MW (ZGO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"10,584",-11.20%,-38.70%," 133,571 ",-11.90%
In Delivery Month European Union Allowance (EUA) (6T),Future,Other,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 2,850 ",-89.20%,"10,598",0.00%,-78.30%," 95,832 ",-77.70%
Mars (Argus) vs. WTI Financial (YX),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,268",25.50%,58.10%," 29,519 ",-20.00%,"10,630",-8.40%,-1.80%," 105,152 ",-19.40%
Mont Belvieu Natural Gasoline (OPIS) (7Q),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,110",165.00%,-16.40%," 38,382 ",-48.90%,"10,997",15.10%,-41.40%," 105,592 ",-29.90%
MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW (H5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,963",434.80%,58.80%," 17,185 ",-16.30%,"11,121",-12.60%,-40.80%," 140,994 ",-25.40%
Chicago Ethanol (Platts) Average Price (CVR),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"8,278",57.30%,-21.90%," 49,341 ",-10.10%,"11,136",2.60%,-23.50%," 99,408 ",-8.00%
Singapore Mogas 92 Unleaded (Platts) (1N),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,115",-40.60%,-54.40%," 66,837 ",7.30%,"11,358",1.20%,5.80%," 137,054 ",28.20%
European Naphtha (Platts) Crack Spread (EN),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,136",-9.50%,-22.90%," 63,749 ",42.90%,"11,447",-5.80%,35.70%," 102,071 ",16.10%
Singapore Gasoil (Platts) vs. Low Sulphur Gasoil (GA),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,790",-74.00%,-49.80%," 70,054 ",275.70%,"11,560",-20.00%,16.10%," 193,264 ",239.50%
Enable Natural Gas (Platts IFERC) Basis (PW),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%, 534 ,-95.90%,"11,797",-6.00%,-49.00%," 134,903 ",-26.30%
PJM AEP Dayton Hub Day-Ahead LMP Peak Calendar-Month 5 MW (D7),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 5,250 ",-76.10%,"11,853",-7.70%,-57.50%," 146,302 ",-19.90%
Ontario Off-Peak Calendar-Month (OFM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,"12,010",-25.00%,-83.90%," 248,950 ",-75.20%
Dated Brent (Platts) to Frontline Brent (FY),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,000",2.60%,300.00%," 13,550 ",8.30%,"12,065",13.00%,12.80%," 90,085 ",7.10%
Permian Natural Gas (Platts IFERC) Basis (PM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,372,,-96.10%," 1,381 ",-96.40%,"12,107",-6.20%,-44.10%," 148,512 ",-6.50%
PJM AEP Dayton Hub Day-Ahead Off-Peak Calendar-Day 5 MW (PEO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"12,600",3.30%,-17.80%," 107,875 ",-31.60%
Transco Zone 4 Natural Gas (Platts IFERC) Basis (TR),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,620,,-34.30%," 13,239 ",-26.50%,"13,165",-6.30%,-47.50%," 176,046 ",-42.90%
PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Day 5 MW (AOR),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"13,320",25.00%,52.50%," 110,064 ",-23.60%
US Midwest Domestic Hot-Rolled Coil Steel (CRU) Index (HR),Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,"7,495",2.40%,66.30%," 45,993 ",7.70%,"13,332",-16.10%,-23.90%," 118,922 ",-37.60%
RBOB Gasoline Brent Crack Spread (RBB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,228",-65.20%,-81.70%," 69,754 ",-21.30%,"13,541",-10.40%,-35.30%," 139,081 ",-22.20%
"Iron Ore 62% Fe, CFR China (TSI) (TIO)",Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,"4,556",-36.30%,-64.10%," 82,612 ",-44.60%,"13,784",-15.10%,-38.70%," 157,676 ",-26.40%
Group Three ULSD (Platts) vs. NY Harbor ULSD (A6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,258",-31.40%,398.60%," 36,585 ",57.10%,"14,023",10.90%,122.40%," 77,364 ",35.80%
ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP (P8),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"14,040",,," 14,040 ",,"14,040",,," 14,040 ",
Brent Last Day Financial (European Style) (BE),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,975,-89.50%,-62.10%," 34,586 ",-6.00%,"14,444",1.20%,11.00%," 60,168 ",-46.20%
Singapore Gasoil (Platts) (SG),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,535",-64.00%,-63.10%," 81,174 ",86.10%,"15,052",-12.80%,15.70%," 165,134 ",107.30%
NYISO Zone A Day-Ahead Off-Peak Calendar-Day 5 MW (ZAO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"15,120",3.30%,-53.10%," 131,010 ",-61.40%
Western Canadian Select Oil (Net Energy) Monthly Index (WCW),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,395",-43.50%,," 47,415 ",,"15,480",2.60%,," 63,595 ",
Gulf Coast No. 6 Fuel Oil 3.0% (Platts) vs. European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (GCU),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,318",-1.50%,-36.70%," 50,991 ",-20.60%,"15,590",-5.10%,-37.70%," 173,373 ",-30.30%
NY Harbor ULSD Brent Crack Spread (HOB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,645,-77.20%,-67.70%," 28,229 ",-18.00%,"15,710",-7.30%,9.90%," 131,808 ",-6.90%
PJM Western Hub Real-Time Peak Calendar-Month 50 MW (PMA),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,44,-91.90%,," 12,669 ",37.50%,"15,778",-2.70%,77.60%," 138,679 ",443.80%
Gulf Coast Unleaded 87 Gasoline M2 (Platts) vs. RBOB Gasoline (RVG),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"13,080",-40.20%,10.90%," 144,087 ",88.60%,"15,778",-23.10%,-20.40%," 174,071 ",34.20%
3.5% Fuel Oil Barges FOB Rotterdam (Platts) Crack Spread (FO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,729",29.50%,-77.30%," 34,650 ",-15.80%,"15,985",-9.80%,-20.80%," 172,867 ",1.00%
Brent Last Day Financial (OS),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 3,644 ",-70.20%,"16,324",-25.20%,-52.50%," 186,080 ",-46.20%
NYISO Zone J Day-Ahead Peak Calendar-Month 5 MW (D3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,810",108.00%,1.50%," 24,975 ",140.40%,"16,652",8.80%,51.00%," 144,121 ",35.80%
Columbia Gas TCO (Platts IFERC) Basis (TC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 8,226 ",-73.10%,"16,868",-7.20%,-48.40%," 193,514 ",-45.10%
LLS (Argus) vs. WTI Financial (WJ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"10,706",29.80%,150.50%," 43,954 ",-27.00%,"17,958",-5.60%,-50.20%," 213,615 ",-41.00%
LOOP Crude Oil Storage (LPS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,245",-20.90%,-12.40%," 34,746 ",-21.90%,"18,090",-0.20%,-10.50%," 167,990 ",0.00%
ISO New England Mass Hub Day-Ahead Off-Peak Calendar-Day 5 MW (IDO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"18,144",3.30%,2.90%," 152,423 ",-24.70%
Brent Financial (CY),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,127",-69.20%,778.90%," 25,949 ",44.10%,"18,451",-2.40%,20.20%," 152,060 ",0.70%
RBOB Gasoline Financial (RL),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"7,409",-30.90%,-2.40%," 66,848 ",11.10%,"18,564",6.60%,18.30%," 118,593 ",-7.80%
"Iron Ore 62% Fe, CFR China (TSI) Average Price (ICT)",Option,Metals,United States,North America,New York Mercantile Exchange,CME Group,"4,580",-50.50%,-17.30%," 39,477 ",-39.50%,"18,691",-6.70%,-41.50%," 159,399 ",-48.40%
Conway Propane (OPIS) (8K),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"10,539",13.30%,24.30%," 81,131 ",31.40%,"18,892",9.50%,12.70%," 147,777 ",4.60%
RBOB Gasoline Physical (OB),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"32,065",-21.70%,7.20%," 251,864 ",-26.90%,"20,238",-32.30%,-21.40%," 204,456 ",-33.60%
NY Harbor ULSD Average Price (AT),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,972",-22.50%,-55.60%," 29,663 ",-42.60%,"20,479",-7.60%,-49.20%," 249,727 ",-42.60%
Panhandle Natural Gas (Platts IFERC) Basis (PH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 3,060 ",-96.10%,"20,732",-8.90%,-56.80%," 269,915 ",-35.10%
Houston Ship Channel Natural Gas (Platts IFERC) Basis (NH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 3,777 ",-86.70%,"20,796",-2.50%,-24.60%," 200,752 ",-21.10%
ERCOT North 345 kV Hub 5 MW Off-Peak (I6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,," 35,920 ",739.30%,"21,200",0.00%,253.00%," 57,120 ",-53.90%
Propane Non-LDH Mont Belvieu (OPIS) (1R),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"5,288",8.20%,-59.20%," 59,990 ",-35.50%,"21,563",-1.20%,-21.40%," 248,510 ",1.90%
Mars (Argus) vs. WTI Trade Month (YV),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"27,385",130.30%,126.20%," 173,404 ",75.20%,"22,417",57.60%,44.90%," 189,122 ",113.00%
European Low Sulphur Gasoil Brent Crack Spread (GZ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,967",9.30%,23.20%," 65,395 ",40.40%,"22,833",-1.80%,54.00%," 195,292 ",83.70%
San Juan Natural Gas (Platts IFERC) Basis (NJ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 2,254 ",-96.30%,"23,290",-6.10%,-44.10%," 273,698 ",-0.20%
NYISO Zone G Day-Ahead Peak Calendar-Month 5 MW (T3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,235",-54.00%,76.00%," 55,044 ",73.70%,"24,438",-1.50%,11.60%," 216,276 ",3.50%
NGPL TexOk Natural Gas (Platts IFERC) Basis (PD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,368,-80.70%,-89.50%," 8,134 ",-71.10%,"26,207",-8.00%,-41.00%," 291,196 ",-41.40%
NGPL Mid-Con Natural Gas (Platts IFERC) Basis (NL),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,368,-72.40%,-86.80%," 4,044 ",-86.20%,"26,592",-2.20%,-27.50%," 256,609 ",-29.20%
