Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change,Volume_YTD,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change,Open_Interest_YTD,Open_Interest_YTD_Change
European Propane CIF ARA (Argus) (PS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,562",7.7%,-13.1%,10975,-3.3%,"1,426",-12.1%,-16.8%,12194,-6.5%
PJM BGE Zone Peak Calendar-Month Day-Ahead LMP (E3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"1,460",-7.3%,-26.1%,15740,6.9%
RBOB Gasoline Average Price (RA),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,2360,-62.2%,"1,502",-7.7%,-55.8%,12814,-46.7%
PGP Polymer Grade Propylene (PCW) Financial (PGP),Future,Other,United States,North America,New York Mercantile Exchange,CME Group,"1,204",109.4%,634.1%,5594,92.4%,"1,535",5.9%,33.1%,13099,-14.1%
Dated Brent (Platts) Financial (UB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,600,383.9%,-4.8%,2540,-90.4%,"1,537",10.8%,28.6%,5370,-87.6%
Japan C&F Naphtha (Platts) (JA),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,512",38.8%,25.6%,14106,25.1%,"1,563",3.7%,-12.1%,16575,9.0%
WTI Balance of the Month (42),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,578",592.1%,531.2%,5647,475.6%,"1,578",592.1%,531.2%,4401,388.5%
ISO New England Connecticut Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP (P3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"1,601",-19.0%,-87.3%,28390,-73.6%
NYISO Rest of the State Capacity Calendar-Month (NRS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,276,196.8%,228.6%,1813,-12.0%,"1,607",5.3%,-28.0%,14252,-40.4%
Gulf Coast 3.0% Fuel Oil (Platts) Balance of the Month (VZ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,677",486.4%,179.5%,11074,77.1%,"1,607",461.9%,167.8%,10719,81.3%
PJM ComEd Zone 5 MW Peak Calendar-Month Day-Ahead LMP (D8),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,4675,-68.1%,"1,690",-6.4%,-85.3%,33500,-69.0%
TETCO M-3 Natural Gas (Platts Gas Daily/Platts IFERC) Index (IX),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,0,-100.0%,"1,708",-33.7%,-79.7%,41132,-54.3%
Singapore Fuel Oil 180 CST (Platts) (UA),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,720,-35.8%,26.5%,9796,-2.9%,"1,709",-10.6%,21.1%,19018,19.5%
"OneOk, Oklahoma Natural Gas (Platts IFERC) Basis (8X)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,992,406.1%,,1188,11.5%,"1,814",63.1%,-26.6%,12095,-60.8%
ISO New England Mass Hub Day-Ahead Peak Calendar-Day 5 MW (CE),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"1,848",-31.0%,-5.1%,14337,-21.6%
Gulf Coast Unleaded 87 Gasoline M2 (Platts) vs. RBOB Gasoline Balance of the Month (GBB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,865",42.0%,230.1%,8848,323.3%,"1,855",41.3%,228.3%,8588,321.0%
Mini Japan C&F Naphtha (Platts) (MJN),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,216",-13.1%,43.7%,17323,56.2%,"1,872",-12.3%,60.5%,19997,39.0%
PJM METED Zone Peak Calendar-Month Day-Ahead LMP (47),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"1,949",-5.6%,-30.5%,21421,-10.6%
Gulf Coast ULSD (Platts) Crack Spread (GY),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,3870,-37.1%,"1,960",-22.5%,-55.2%,22203,-63.7%
"ANR, Oklahoma Natural Gas (Platts IFERC) Basis (NE)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"1,981",-9.6%,-54.0%,25148,-53.2%
Transco Zone 3 Natural Gas (Platts Gas Daily/Platts IFERC) Index (Y6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,6256,,"2,074",-33.7%,,27098,
Naphtha Cargoes CIF NWE (Platts) Crack Spread (1000 MT) (NOB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,235",-24.7%,47.0%,10005,133.3%,"2,079",12.7%,70.0%,13233,63.2%
PJM Western Hub Real-Time Peak Calendar-Month 2.5 MW (JM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,120,-95.9%,"2,122",-7.9%,-70.2%,26316,-70.5%
Panhandle Natural Gas (Platts IFERC) Pipe (PU),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,2880,,"2,160",-10.0%,,18720,
MISO Indiana Hub Day-Ahead Peak Calendar-Day 5 MW (PDD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"2,198",8.9%,64.6%,17481,78.1%
LOOP Gulf Coast Sour Crude Oil (MB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,500,-32.4%,11.1%,12468,-21.9%,"2,220",29.1%,23.3%,20177,25.8%
Ventura Natural Gas (Platts IFERC) Basis (PF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,84,-98.9%,"2,224",-14.9%,-58.7%,33768,-5.5%
Mini RBOB Gasoline vs. Gasoline Euro-Bob Oxy NWE Barges (Argus) (MXB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,992,-65.6%,-55.4%,22030,86.4%,"2,250",-46.2%,-14.0%,31887,101.5%
Gulf Coast Jet Fuel (Platts) Average Price (GVR),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,1580,-44.7%,"2,251",-3.2%,-21.5%,22908,-11.3%
Japan C&F Naphtha (Platts) Brent Crack Spread (JB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,620,-16.9%,59.8%,5251,37.8%,"2,264",12.1%,51.6%,14727,33.1%
Demarc Natural Gas (Platts IFERC) Basis (PE),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"2,332",-2.8%,17.8%,23584,30.3%
Platinum (PO),Option,Metals,United States,North America,New York Mercantile Exchange,CME Group,"2,533",-41.7%,-56.1%,24830,-38.3%,"2,343",-33.7%,-56.7%,39104,-14.7%
NY Ethanol (Platts) (EZ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,485",29.1%,-1.3%,7245,-46.8%,"2,385",36.3%,9.4%,11155,-54.5%
Mont Belvieu Ethane (OPIS) Average Price (4J),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,100,-63.6%,-90.6%,2825,-48.8%,"2,440",-15.1%,-51.6%,38805,51.1%
RBOB Gasoline Bullet (RT),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,341",4.0%,146.8%,22504,90.9%,"2,488",41.6%,-7.2%,15483,-44.8%
NYISO Zone J Day-Ahead Off-Peak Calendar-Day 5 MW (ZJO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"2,520",-40.0%,23.5%,51915,27.3%
Gulf Coast No. 6 Fuel Oil (Platts) Crack Spread (MG),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,375,-41.7%,-6.3%,10933,82.7%,"2,645",-11.8%,-53.9%,40932,-41.4%
Los Angeles Jet (OPIS) vs. NY Harbor ULSD (JS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,380",-57.9%,-22.3%,16775,-8.8%,"2,660",-17.0%,25.5%,22810,8.5%
European Naphtha Cargoes CIF NWE (Platts) (UN),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,171",-35.0%,23.2%,25471,96.1%,"2,686",-0.6%,42.3%,24649,79.1%
Gulf Coast ULSD (Platts) (LY),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,949,1086.3%,22.0%,5029,-38.0%,"2,718",11.7%,-40.0%,27735,-36.4%
PJM ATSI Zone 5 MW Peak Calendar-Month Day-Ahead (MPD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,2550,709.5%,"2,730",-14.4%,187.4%,32740,202.3%
"RBOB Gasoline vs. Euro-bob Oxy NWE Barges (Argus) (350,000 gallons) (EXR)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,764",-38.7%,1.4%,22821,77.8%,"2,731",7.1%,55.4%,25353,62.6%
RBOB Gasoline vs. NY Harbor ULSD (RH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,600,-52.8%,-80.2%,16720,12.5%,"2,741",-23.4%,-24.0%,33388,32.0%
Singapore Mogas 92 Unleaded (Platts) Brent Crack Spread (1NB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,539,-68.7%,-65.1%,11599,-24.4%,"2,833",-8.6%,-33.5%,29690,-28.3%
Argus Propane Far East Index (7E),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,275",-34.0%,99.5%,21329,54.8%,"2,839",3.9%,45.7%,17648,5.1%
Mont Belvieu Ethylene (PCW) Financial (MBN),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,220",5.7%,-38.7%,9651,-29.4%,"2,875",-15.0%,-22.8%,27390,-23.7%
"Dominion, South Point Natural Gas (Platts Gas Daily/Platts IFERC) Index (IH)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,0,-100.0%,"2,920",0.0%,-44.2%,26280,-53.8%
Palladium (PAO),Option,Metals,United States,North America,New York Mercantile Exchange,CME Group,"3,938",-70.7%,42.9%,49316,69.2%,"2,986",-60.3%,-27.9%,45721,11.0%
Singapore Jet Kerosene (Platts) (KS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,510,-67.3%,-49.5%,12314,118.7%,"2,992",-24.7%,46.2%,29036,69.7%
Gulf Coast No. 6 Fuel Oil 3.0% (Platts) Brent Crack Spread (GCI),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,632,,-51.6%,9619,2.2%,"3,138",11.2%,-7.5%,34495,17.9%
ISO New England West Central Massachusetts Zone 5 MW Off-Peak Calendar-Month Day Ahead LMP (L9),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"3,202",-19.0%,-83.6%,56780,-83.1%
Crude Oil Financial (WS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"7,750",35.9%,80.7%,52437,-36.8%,"3,226",-45.1%,-40.0%,37210,-38.8%
PJM Western Hub Real-Time Peak 5 MW Calendar Strip (6OA),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,100,-61.5%,,3910,562.7%,"3,400",1.8%,518.2%,24580,815.8%
NY Buckeye Jet Fuel (Platts) vs. NY Harbor ULSD (JET),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,725",-11.3%,-51.8%,40345,11.7%,"3,473",-6.2%,-65.3%,39140,11.7%
Crude Oil Weekly Wk 1 (LO1),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"9,269",-63.4%,194.5%,123642,152.1%,"3,483",-64.3%,372.0%,42417,135.4%
Transco Zone 6 Natural Gas (Platts IFERC) Basis (NZ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,2870,-72.6%,"3,487",-18.3%,-38.1%,58221,24.0%
Canadian Heavy Crude Oil Index (Net Energy) (WCC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,24737,-44.6%,"3,490",-16.3%,-69.9%,69373,-45.8%
Mars (Argus) vs WTI Trade Month Average Price (YVO),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,000",300.0%,,3750,,"3,500",366.7%,,4250,
Group Three Sub-octane Gasoline (Platts) vs. RBOB Gasoline (A8),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,425",47.4%,180.3%,7724,-37.8%,"3,535",36.8%,51.5%,30295,-13.9%
Mont Belvieu Normal Butane LDH (OPIS) (MNB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,165",-16.8%,17.9%,15737,-15.8%,"3,545",-2.3%,-14.4%,25784,7.3%
Natural Gas (Henry Hub) Last-day Financial 2 Month Spread (G2),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,500",,2150.0%,8050,570.8%,"3,550",65.1%,1675.0%,16950,670.5%
NY 1% Fuel Oil (Platts) vs. Gulf Coast 3% Fuel Oil (Platts) (VR),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,830",109.1%,-33.6%,19846,-5.6%,"3,589",-17.2%,-31.5%,53165,-2.3%
WTS (Argus) vs. WTI Trade Month (FH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,516,-68.1%,-75.7%,6080,-43.2%,"3,658",10.2%,6.2%,19526,-34.9%
East-West Gasoline Spread (Platts-Argus) (EWG),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,815",-28.7%,14.2%,22019,273.4%,"3,676",-3.4%,9.6%,48511,417.5%
NY Harbor Residual Fuel 1.0% (Platts) (MM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,196",-14.2%,-40.2%,22640,-27.5%,"3,693",1.2%,-44.2%,38268,-35.5%
EIA Flat Tax On-Highway Diesel (A5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,953,892.7%,26.1%,7167,-28.2%,"3,708",6.6%,-27.8%,36804,-24.9%
"Iron Ore 62% Fe, CFR North China (Platts) (PIO)",Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,580,-67.2%,,8562,246.6%,"3,724",-28.1%,287.9%,22034,220.7%
Conway Normal Butane (OPIS) (8M),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,662,-53.9%,-57.7%,7360,192.2%,"3,780",-2.5%,138.5%,27006,459.7%
PJM PSEG Zone Peak Calendar-Month Day-Ahead LMP 5 MW (L6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"3,800",-10.8%,-25.5%,43320,21.3%
NYISO Zone F 5 MW Peak Calendar-Month Day-Ahead LBMP (4L),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,3825,,"3,825",-2.9%,810.7%,16920,106.7%
ERCOT Houston 345 kV Hub 5 MW Peak (I1),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,,3880,,"3,880",0.0%,,11540,
ERCOT North 345 kV Hub 5 MW Peak (I5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,,4710,1904.3%,"3,880",0.0%,779.8%,12800,34.9%
RBOB Gasoline Crack Spread (RM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,220",-15.9%,85.0%,7424,-42.8%,"3,980",32.4%,41.1%,22580,-35.8%
Mont Belvieu Iso-Butane (OPIS) (8I),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,436,-36.6%,-22.4%,5399,181.5%,"4,147",0.3%,133.1%,30593,76.3%
Henry Hub Natural Gas (Platts Gas Daily/Platts IFERC) Index (IN),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,48830,-70.3%,"4,148",-49.1%,-85.0%,180510,-39.1%
Singapore Jet Kerosene (Platts) vs. Gasoil (Platts) (RK),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,665,-69.8%,-43.4%,17960,141.1%,"4,190",-22.4%,15.7%,53850,125.1%
E-mini Crude Oil (QM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"245,647",-19.3%,-19.9%,2365139,-9.8%,"4,212",-48.7%,-21.4%,45994,-1.8%
Mini European Naphtha CIF NWE (Platts) (MNC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,304",-16.8%,-10.8%,38393,7.6%,"4,222",-7.1%,9.3%,42441,0.3%
UxC Uranium U3O8 (UX),Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,17,-92.7%,-91.5%,4474,-33.2%,"4,227",-0.4%,-16.3%,41664,-20.5%
"Columbia Gulf, Louisiana Natural Gas (Platts IFERC) Basis (GL)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,1332,-57.1%,"4,324",-24.6%,-76.9%,90723,-56.8%
3.5% Fuel Oil Barges FOB Rotterdam (Platts) Crack Spread (1000 MT) (BOB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,280",48.5%,-48.2%,17221,-5.4%,"4,372",-6.9%,-10.0%,45548,-10.5%
LLS (Argus) vs. WTI Crude Oil Average Price (WJO),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,5100,-56.5%,"4,425",-25.0%,-57.7%,75375,5.1%
Gasoline Euro-Bob Oxy NWE Barges (Argus) (7H),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,078",-43.4%,-39.7%,61417,-2.2%,"4,448",-14.9%,-26.7%,50427,-21.3%
Transco Zone 3 Natural Gas (Platts IFERC) Basis (CZ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,302,-61.9%,"4,599",-6.7%,-38.8%,52552,-30.5%
PJM Western Hub Day-Ahead Peak Calendar-Day 5 MW (PWP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"5,022",-2.0%,86.7%,49201,67.0%
Gulf Coast Jet (Platts) Up-Down Balance of the Month (1M),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"7,299",20.9%,35.7%,64506,87.0%,"5,324",-4.2%,23.0%,53326,79.9%
San Juan Natural Gas (Platts IFERC) Pipe (PJ),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,900,,25.0%,2880,-66.4%,"5,364",17.8%,-35.5%,38938,11.5%
Ethanol T2 FOB Rotterdam Including Duty (Platts) (Z1),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,392",21.9%,32.4%,33699,71.2%,"5,492",6.2%,116.3%,41426,49.4%
Coal (API 2) CIF ARA (Argus/McCloskey) Calendar (CLA),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,281",754.0%,-54.2%,9452,-81.3%,"5,528",-0.3%,-80.4%,39590,-79.4%
Mont Belvieu LDH Propane (OPIS) Average Price (4H),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,168",59.6%,354.5%,6900,-36.7%,"5,593",43.2%,-6.5%,32035,-46.0%
Singapore Fuel Oil 380 CST (Platts) vs. European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (EVC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,360",-14.4%,-35.0%,21722,60.2%,"5,659",-2.4%,19.1%,58203,59.5%
Western Canadian Select Oil (Net Energy) Monthly Index Average Price (WCI),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,560",-79.7%,,9240,,"5,760",-2.0%,,11640,
NYISO Zone G 5 MW Peak Calendar-Month Day-Ahead LBMP (9U),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,19830,4621.4%,"5,880",0.0%,1300.0%,95380,4441.9%
Mini European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (0D),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,354",-35.7%,-41.3%,21108,-39.6%,"5,934",-13.6%,-13.3%,66674,-4.4%
PJM Northern Illinois Hub Day-Ahead Peak Calendar-Day 5 MW (PNP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"5,962",8.4%,191.7%,45379,178.3%
Brent Crude Oil (BB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,41011,1607.4%,"6,327",0.0%,-5.6%,50463,-20.6%
MISO Michigan Hub 5 MW Peak Calendar-Month Day-Ahead (HMW),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,535",,,5730,-20.9%,"6,350",0.2%,-49.3%,85520,-31.9%
NYISO Zone E 5 MW Off-Peak Calendar-Month Day-Ahead LBMP (58),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"6,404",-19.0%,-74.5%,113560,-59.8%
Rockies Natural Gas (Platts IFERC) Pipe (ZR),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,4030,-31.8%,"6,754",0.0%,-26.2%,45306,-12.3%
MichCon Natural Gas (Platts IFERC) Basis (NF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,2592,-88.4%,"6,893",-8.7%,-53.3%,85941,-10.3%
Gulf Coast ULSD (Platts) Up-Down Balance of the Month (1L),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"8,022",103.1%,-9.3%,36922,-29.8%,"6,927",75.4%,-11.7%,34917,-27.7%
Mini Gasoline Euro-Bob Oxy NWE Barges (Argus) (MEO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,972",-2.0%,-31.7%,85428,-6.3%,"7,140",15.5%,-17.1%,88549,0.7%
Transco Zone 6 Non-N.Y. Natural Gas (Platts IFERC) Basis (TZ6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,2165,-93.3%,"7,157",-9.1%,-48.9%,92437,5.6%
Sumas Natural Gas (Platts IFERC) Basis (NK),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,6238,-58.1%,"7,169",-6.6%,-25.8%,72299,-25.2%
NY Harbor ULSD Crack Spread (HK),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,143",309.7%,203.2%,12502,-17.2%,"7,285",5.0%,-43.5%,76285,-40.7%
Brent Financial Average Price (BA),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,50,,-87.5%,5347,-54.0%,"7,699",-15.3%,-73.2%,113784,-77.1%
Natural Gas (Henry Hub) Last-day Financial (E7),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,655",54.0%,89.4%,33038,79.6%,"7,767",-5.4%,-29.9%,88074,18.5%
"Texas Gas, Zone 1 Natural Gas (Platts IFERC) Basis (9F)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,0,-100.0%,"7,812",-8.0%,-46.7%,94864,-29.9%
Dubai Crude Oil (Platts) Financial (DC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,72824,340.9%,"7,870",-11.1%,306.3%,145544,459.7%
ISO New England Rhode Island Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP (U5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"8,005",-19.0%,-88.6%,157609,-84.8%
"Columbia Gulf, Mainline Natural Gas (Platts IFERC) Basis (5Z)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,999,-95.4%,"8,022",-12.7%,-69.5%,117214,-60.8%
Natural Gas (Henry Hub) Last-day Financial 6 Month Spread Otions (G6),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"8,200",310.0%,,47020,1046.8%,"8,150",120.3%,,36750,380.4%
NYISO Zone A Day-Ahead Peak Calendar-Month 5 MW (K3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,6815,89.3%,"8,470",-7.2%,-26.7%,93520,-14.9%
Coal (API4) FOB Richards Bay (ARGUS-McCloskey) (MFF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,800",9.9%,-64.2%,47072,-70.1%,"8,542",4.0%,-59.8%,105706,-52.6%
Waha Natural Gas (Platts IFERC) Basis (NW),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,6064,-85.2%,"8,608",-6.8%,-39.0%,86527,-40.7%
European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (UV),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,029",45.9%,-47.0%,64309,10.0%,"9,000",5.1%,-1.6%,96594,21.4%
Natural Gas Calendar Strip (6J),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,400,-33.3%,,7938,-50.4%,"9,238",4.5%,-48.2%,57482,-57.1%
MISO Indiana Hub Real-Time Off-Peak Calendar-Day 5 MW (FTD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"9,480",101.5%,70.3%,45144,-32.1%
NY Harbor ULSD Financial (MP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,783,-60.6%,-49.8%,21559,-1.1%,"9,599",-12.9%,-27.9%,99509,-24.7%
Texas Eastern Zone M-3 Natural Gas (Platts IFERC) Basis (NX),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,8604,-88.2%,"9,605",-16.2%,-58.4%,151580,-30.4%
Mini Singapore Fuel Oil 380 CST (Platts) (MTS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"5,383",-19.2%,32.3%,45083,33.7%,"9,769",-2.7%,16.7%,86243,57.3%
Singapore Fuel Oil 380 CST (Platts) (SE),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"7,267",15.7%,-23.2%,89510,35.4%,"10,231",-5.0%,-15.2%,120301,52.4%
Henry Hub Natural Gas (Platts IFERC) Basis (HB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,51020,-71.9%,"10,404",-28.3%,-80.9%,272227,-50.2%
NYISO Zone G Day-Ahead Off-Peak Calendar-Day 5 MW (ZGO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"10,584",-11.2%,-38.7%,133571,-11.9%
In Delivery Month European Union Allowance (EUA) (6T),Future,Other,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,2850,-89.2%,"10,598",0.0%,-78.3%,95832,-77.7%
Mars (Argus) vs. WTI Financial (YX),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,268",25.5%,58.1%,29519,-20.0%,"10,630",-8.4%,-1.8%,105152,-19.4%
Mont Belvieu Natural Gasoline (OPIS) (7Q),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,110",165.0%,-16.4%,38382,-48.9%,"10,997",15.1%,-41.4%,105592,-29.9%
MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW (H5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,963",434.8%,58.8%,17185,-16.3%,"11,121",-12.6%,-40.8%,140994,-25.4%
Chicago Ethanol (Platts) Average Price (CVR),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"8,278",57.3%,-21.9%,49341,-10.1%,"11,136",2.6%,-23.5%,99408,-8.0%
Singapore Mogas 92 Unleaded (Platts) (1N),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,115",-40.6%,-54.4%,66837,7.3%,"11,358",1.2%,5.8%,137054,28.2%
European Naphtha (Platts) Crack Spread (EN),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,136",-9.5%,-22.9%,63749,42.9%,"11,447",-5.8%,35.7%,102071,16.1%
Singapore Gasoil (Platts) vs. Low Sulphur Gasoil (GA),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,790",-74.0%,-49.8%,70054,275.7%,"11,560",-20.0%,16.1%,193264,239.5%
Enable Natural Gas (Platts IFERC) Basis (PW),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,534,-95.9%,"11,797",-6.0%,-49.0%,134903,-26.3%
